title,company,experience,salary,location,skills,posted,job_url,scraped_at,search_text,extracted_skills,city,salary_min_lpa,salary_max_lpa,salary_mid_lpa,exp_min_yrs,exp_max_yrs,exp_mid_yrs,company_type
Data Analyst / Business Analyst,Right Step Consulting,2-3 Yrs,Not disclosed,Gurgaon,"Data dictionary, Excel, Data management, Business Analyst, Data Analyst, MS Office, Business intelligence, Software services",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-business-analyst-right-step-consulting-private-limited-gurgaon-2-to-3-years-300617501344,2026-04-10 13:11,"Data dictionary, Excel, Data management, Business Analyst, Data Analyst, MS Office, Business intelligence, Software services  Data Analyst / Business Analyst","excel, power bi",Gurugram,,,,2.0,3.0,2.5,Other
Business / Data Analyst Analytics,Grazitti Interactive,2-5 Yrs,Not disclosed,Mohali,"IT services, Data analysis, SAS, SSRS, SSIS, Business intelligence, Adobe, Analytics",3+ weeks ago,https://www.naukri.com/job-listings-business-data-analyst-analytics-grazitti-interactive-mohali-2-to-5-years-290422501813,2026-04-10 13:11,"IT services, Data analysis, SAS, SSRS, SSIS, Business intelligence, Adobe, Analytics  Business / Data Analyst Analytics","data analysis, power bi",Mohali,,,,2.0,5.0,3.5,Other
Business Analyst / Data Analyst (Fin Crime),Leading Client,6-9 Yrs,Not disclosed,Hyderabad,"data analyst, data quality, c, recruitment, data systems, business analyst, communication and interpersonal skills, Interpersonal skills",2 weeks ago,https://www.naukri.com/job-listings-business-analyst-data-analyst-fin-crime-ideslabs-private-limited-hyderabad-6-to-9-years-240326914229,2026-04-10 13:11,"data analyst, data quality, c, recruitment, data systems, business analyst, communication and interpersonal skills, Interpersonal skills  Business Analyst / Data Analyst (Fin Crime)","communication, data quality",Hyderabad,,,,6.0,9.0,7.5,Other
Data Analyst - Business Development,Magenta Ev Solutions,5-10 Yrs,Not disclosed,Navi Mumbai,"Supply chain management, Automation, Process improvement, Analytical, Market intelligence, Strategic planning, Data collection, Predictive modeling",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-business-development-magenta-ev-navi-mumbai-5-to-10-years-240226506060,2026-04-10 13:11,"Supply chain management, Automation, Process improvement, Analytical, Market intelligence, Strategic planning, Data collection, Predictive modeling  Data Analyst - Business Development",data analysis,Navi Mumbai,,,,5.0,10.0,7.5,Other
Business analyst + data analyst + sql,Han Digital Solution,2-5 Yrs,Not disclosed,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad","digital, data analysis, business requirements, business analysis, process improvement, business analytics, business intelligence, sql",3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-data-analyst-sql-han-digital-solution-p-mumbai-nagpur-thane-nashik-pune-aurangabad-2-to-5-years-221125501741,2026-04-10 13:11,"digital, data analysis, business requirements, business analysis, process improvement, business analytics, business intelligence, sql  Business analyst + data analyst + sql","data analysis, power bi, sql",Mumbai,,,,2.0,5.0,3.5,Other
TMI Group - Data Analyst/Business Analyst,360DigiTMG,5-8 Yrs,Not disclosed,Hyderabad,"Business administration, Data analysis, Statistical analysis, Database management, MySQL, Machine learning, data governance, HR",3+ weeks ago,https://www.naukri.com/job-listings-tmi-group-data-analyst-business-analyst-360digitmg-hyderabad-5-to-8-years-180825502651,2026-04-10 13:11,"Business administration, Data analysis, Statistical analysis, Database management, MySQL, Machine learning, data governance, HR  TMI Group - Data Analyst/Business Analyst","data analysis, data governance, machine learning, mysql, statistics",Hyderabad,,,,5.0,8.0,6.5,Other
Business Analyst or Data Analyst,Marktine,8-13 Yrs,Not disclosed,Pune,"Financial reporting, Business Analyst, Reconciliation, Data Analyst, Troubleshooting, Operations, Business Technical Analyst, Reporting tools",3 weeks ago,https://www.naukri.com/job-listings-business-analyst-or-data-analyst-marktine-pune-8-to-13-years-160326503576,2026-04-10 13:11,"Financial reporting, Business Analyst, Reconciliation, Data Analyst, Troubleshooting, Operations, Business Technical Analyst, Reporting tools  Business Analyst or Data Analyst",reporting,Pune,,,,8.0,13.0,10.5,Other
Business / Data Analyst,Grazitti Interactive,5-10 Yrs,Not disclosed,Mohali,"SAS, Data modeling, SSRS, Agile, Scrum, SSIS, Business intelligence, Analytics",3+ weeks ago,https://www.naukri.com/job-listings-business-data-analyst-grazitti-interactive-mohali-5-to-10-years-080725502252,2026-04-10 13:11,"SAS, Data modeling, SSRS, Agile, Scrum, SSIS, Business intelligence, Analytics  Business / Data Analyst","data analysis, data modeling, power bi",Mohali,,,,5.0,10.0,7.5,Other
Business Research- Data Analyst,Avalon Global Research,2-3 Yrs,Not disclosed,Mumbai,"Sales, Scalability, Competitive analysis, Business research, Product innovation, Senior Analyst, product life cycle, Healthcare",3+ weeks ago,https://www.naukri.com/job-listings-business-research-data-analyst-agr-knowledge-services-mumbai-2-to-3-years-030125505419,2026-04-10 13:11,"Sales, Scalability, Competitive analysis, Business research, Product innovation, Senior Analyst, product life cycle, Healthcare  Business Research- Data Analyst",,Mumbai,,,,2.0,3.0,2.5,Other
Data Analyst Business Insights,Intigniz Solutions,2-5 Yrs,Not disclosed,Chennai,"Automation, Data analysis, github, orchestration, Staffing, Workflow, Apache, SQL",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-business-insights-intigniz-solutions-chennai-2-to-5-years-280225500365,2026-04-10 13:11,"Automation, Data analysis, github, orchestration, Staffing, Workflow, Apache, SQL  Data Analyst Business Insights","data analysis, git, sql",Chennai,,,,2.0,5.0,3.5,Other
Data Analyst (Business Intelligence),Bluslash Analytics,2-4 Yrs,Not disclosed,"Faridabad, Delhi / NCR","data analysis, analytics, business models, data extraction, vba, business metrics, design, leadership",2 weeks ago,https://www.naukri.com/job-listings-data-analyst-business-intelligence-bluslash-analytics-faridabad-delhi-ncr-2-to-4-years-230326916185,2026-04-10 13:11,"data analysis, analytics, business models, data extraction, vba, business metrics, design, leadership  Data Analyst (Business Intelligence)","data analysis, metrics, power bi",Faridabad,,,,2.0,4.0,3.0,Other
Business Intelligence Finance Data Analyst,Model N,5-8 Yrs,Not disclosed,Hyderabad,"ERP, Automation, Data analysis, Business intelligence, SQL, CRM, Python, Salesforce",3+ weeks ago,https://www.naukri.com/job-listings-business-intelligence-finance-data-analyst-model-n-india-software-pvt-ltd-hyderabad-5-to-8-years-201125501498,2026-04-10 13:11,"ERP, Automation, Data analysis, Business intelligence, SQL, CRM, Python, Salesforce  Business Intelligence Finance Data Analyst","data analysis, power bi, python, sql",Hyderabad,,,,5.0,8.0,6.5,Other
Data Analyst - Business Development,Magenta Ev Solutions,5-10 Yrs,Not disclosed,Mumbai,"Supply chain management, Automation, Process improvement, Analytical, Market intelligence, Strategic planning, Data collection, Predictive modeling",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-business-development-magenta-ev-mumbai-5-to-10-years-200226500020,2026-04-10 13:11,"Supply chain management, Automation, Process improvement, Analytical, Market intelligence, Strategic planning, Data collection, Predictive modeling  Data Analyst - Business Development",data analysis,Mumbai,,,,5.0,10.0,7.5,Other
Data Business Analyst,Capco,8-13 Yrs,Not disclosed,Bengaluru,"Delivery excellence, Data analysis, Business Analyst, Focus, Management consulting, Banking, Reconciliation, Data quality",1 week ago,https://www.naukri.com/job-listings-data-business-analyst-capco-technologies-pvt-ltd-bengaluru-8-to-13-years-010426504324,2026-04-10 13:11,"Delivery excellence, Data analysis, Business Analyst, Focus, Management consulting, Banking, Reconciliation, Data quality  Data Business Analyst","data analysis, data quality",Bengaluru,,,,8.0,13.0,10.5,Other
Senior Data Analyst,Brillius,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Computer science, Data analysis, Coding, Reconciliation, Strategic planning, Data quality, Manager Quality Control, SQL",3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-brillius-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-8-years-281024502443,2026-04-10 13:11,"Computer science, Data analysis, Coding, Reconciliation, Strategic planning, Data quality, Manager Quality Control, SQL  Senior Data Analyst","data analysis, data quality, sql",Kolkata,,,,4.0,8.0,6.0,Other
Senior Data Analyst,thinkbridge Software,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Usage, Analytical, Senior Data Analyst, Manager Technology, power bi, digital strategy, data visualization, digital transformation",3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-thinkbridge-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-7-years-240425503488,2026-04-10 13:11,"Usage, Analytical, Senior Data Analyst, Manager Technology, power bi, digital strategy, data visualization, digital transformation  Senior Data Analyst","data analysis, data visualization, power bi",Kolkata,,,,5.0,7.0,6.0,Other
"Sr. Data Analysts,",Navedas,1-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Client development, Industry research, Consulting, Management, Recruitment, Client, Data analysis, SR",3+ weeks ago,https://www.naukri.com/job-listings-sr-data-analysts-navedas-technology-solutions-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-6-years-221019500548,2026-04-10 13:11,"Client development, Industry research, Consulting, Management, Recruitment, Client, Data analysis, SR  Sr. Data Analysts,",data analysis,Kolkata,,,,1.0,6.0,3.5,Other
Senior Data Analyst,Times World Information Technology,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Data analysis, Data management, Information security, Analytical, MySQL, Data collection, Market research, Business intelligence",3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-times-world-information-technology-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-220525503708,2026-04-10 13:11,"Data analysis, Data management, Information security, Analytical, MySQL, Data collection, Market research, Business intelligence  Senior Data Analyst","data analysis, mysql, power bi",Kolkata,,,,5.0,10.0,7.5,Other
Senior Data Analyst,Easyship Technologies,3-8 Yrs,Not disclosed,Bengaluru,"Automation, Analytical, Manager Quality Control, Continuous improvement, Operations, Analytics, Recruitment, SQL",2 weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-easyship-bengaluru-3-to-8-years-200326502995,2026-04-10 13:11,"Automation, Analytical, Manager Quality Control, Continuous improvement, Operations, Analytics, Recruitment, SQL  Senior Data Analyst","data analysis, sql",Bengaluru,,,,3.0,8.0,5.5,Other
Senior Data Analyst,Leading Client,3-8 Yrs,Not disclosed,Bengaluru,"Data Analyst, Power Bi, Big Data, Ecommerce, Tableau, Cloud Infrastructure, Supply Chain, Sql",3 weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-ideslabs-private-limited-bengaluru-3-to-8-years-180326917587,2026-04-10 13:11,"Data Analyst, Power Bi, Big Data, Ecommerce, Tableau, Cloud Infrastructure, Supply Chain, Sql  Senior Data Analyst","power bi, sql, tableau",Bengaluru,,,,3.0,8.0,5.5,Other
Senior Data Analyst,Sigmoid Analytics,3-5 Yrs,Not disclosed,Hybrid - Bengaluru(Whitefield),"Dax Queries, Power Bi, SQL Queries, Star Schema Modeling, SQL, Problem Solving, Data Visualization, Dax",3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-sigmoid-analytics-bengaluru-3-to-5-years-090326002884,2026-04-10 13:11,"Dax Queries, Power Bi, SQL Queries, Star Schema Modeling, SQL, Problem Solving, Data Visualization, Dax  Senior Data Analyst","data visualization, dax, power bi, problem solving, sql",Bengaluru(Whitefield),,,,3.0,5.0,4.0,Other
Senior Data Analyst - US Shift,Fictiv Technology Solutions,10-15 Yrs,Not disclosed,Bengaluru,"Supply chain, Data analysis, ERP, Business analysis, Business strategy, Business intelligence, Operations, Analytics",3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-us-shift-fictiv-bengaluru-10-to-15-years-271125505705,2026-04-10 13:11,"Supply chain, Data analysis, ERP, Business analysis, Business strategy, Business intelligence, Operations, Analytics  Senior Data Analyst - US Shift","data analysis, power bi",Bengaluru,,,,10.0,15.0,12.5,Other
Sr. Data Analyst,Databricks,2-7 Yrs,Not disclosed,Bengaluru,"data extraction, tableau, data management, data analytics, data mining, predictive modeling, predictive analytics, statistical modeling",3+ weeks ago,https://www.naukri.com/job-listings-sr-data-analyst-databricks-bengaluru-2-to-7-years-270226503234,2026-04-10 13:11,"data extraction, tableau, data management, data analytics, data mining, predictive modeling, predictive analytics, statistical modeling  Sr. Data Analyst","data analysis, tableau",Bengaluru,,,,2.0,7.0,4.5,Other
Senior Data Analyst,Sigmoid Analytics,3-6 Yrs,Not disclosed,Bengaluru,"SAN, advanced analytics, MS SQL, Analytical, Data Analyst, Client interaction, QlikView, data visualization",3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-sigmoid-bengaluru-3-to-6-years-251125502450,2026-04-10 13:11,"SAN, advanced analytics, MS SQL, Analytical, Data Analyst, Client interaction, QlikView, data visualization  Senior Data Analyst","data analysis, data visualization, qlikview, sql",Bengaluru,,,,3.0,6.0,4.5,Other
Senior Data Analyst,Netcom Learning,3-6 Yrs,10-16 Lacs PA,Bengaluru,"Business Strategy, Business Planning, Data Analytics, Senior, Data analysis, Analytics, Data, Planning",2 weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-netcom-learning-bengaluru-3-to-6-years-250326025039,2026-04-10 13:11,"Business Strategy, Business Planning, Data Analytics, Senior, Data analysis, Analytics, Data, Planning  Senior Data Analyst",data analysis,Bengaluru,10.0,16.0,13.0,3.0,6.0,4.5,Other
Sr Data Analyst,Trintech,3-7 Yrs,Not disclosed,Bengaluru,"data analytics, data modeling, data visualization, business intelligence, statistics, communication skills, sql, Data analysis",3+ weeks ago,https://www.naukri.com/job-listings-sr-data-analyst-trintech-bengaluru-3-to-7-years-220525505941,2026-04-10 13:11,"data analytics, data modeling, data visualization, business intelligence, statistics, communication skills, sql, Data analysis  Sr Data Analyst","communication, data analysis, data modeling, data visualization, power bi, sql, statistics",Bengaluru,,,,3.0,7.0,5.0,Other
Senior Data Analyst,Luxoft,7-12 Yrs,Not disclosed,Bengaluru,"data analyst, data quality, data standards, design, reverse engineering, business rules, data structures, etl",3 weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-luxoft-india-llp-bengaluru-7-to-12-years-190326927955,2026-04-10 13:11,"data analyst, data quality, data standards, design, reverse engineering, business rules, data structures, etl  Senior Data Analyst","data quality, etl",Bengaluru,,,,7.0,12.0,9.5,Other
Senior Data Analyst,Certifyos,5-7 Yrs,Not disclosed,"Mumbai, New Delhi, Hyderabad, Pune, Chennai, Ahmedabad, Bengaluru","healthcare operations, Senior Data Analyst, credentialing, Workflow, Licensing, Forecasting, Operations, Analytics",3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-certifyos-mumbai-new-delhi-hyderabad-pune-chennai-ahmedabad-bengaluru-5-to-7-years-190126500622,2026-04-10 13:11,"healthcare operations, Senior Data Analyst, credentialing, Workflow, Licensing, Forecasting, Operations, Analytics  Senior Data Analyst",data analysis,Mumbai,,,,5.0,7.0,6.0,Other
D&A Senior Data Analyst,ColumbiaSportswearCompany,5-8 Yrs,Not disclosed,Bengaluru,"Automation, Office equipment, Analytical, Data Analyst, Subject matter expertise, Forecasting, Analytics, SQL",3+ weeks ago,https://www.naukri.com/job-listings-d-a-senior-data-analyst-columbiasportswearcompany-bengaluru-5-to-8-years-150126502021,2026-04-10 13:11,"Automation, Office equipment, Analytical, Data Analyst, Subject matter expertise, Forecasting, Analytics, SQL  D&A Senior Data Analyst","data analysis, sql",Bengaluru,,,,5.0,8.0,6.5,Other
